,movieId,TITLE,TMDB_SCORE,IMDB_SCORE,TOTAL_RATINGS,FEATURED CREW,TOP BILLED CAST,ORIGINAL LANGUAGE,RUN TIME,GENRE,BUDGET,REVENUE
59,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,62,6.6,"41,273","[(Paris Barclay, 45649, Director), (Phil Beauman, 35693, Screenplay), (Shawn Wayans, 35690, Screenplay), (Marlon Wayans, 9562, Screenplay)]","[(Shawn Wayans, 35690, Ashtray), (Marlon Wayans, 9562, Loc Dog), (Tracey Cherelle Jones, 66131, Dashiki), (Chris Spencer, 27590, Preach), (Vivica A. Fox, 2535, Ashtray's Mother)]",English,1h29m,[Comedy],"$3,800,000 ","$20,109,115 "
60,64,Two If by Sea,48,5.2,"4,780","[(Mike Armstrong, 87137, Writer), (Bill Bennett, 49361, Director), (Denis Leary, 5724, Writer)]","[(Sandra Bullock, 18277, Roz), (Denis Leary, 5724, Francis 'Frank' O'Brien), (Yaphet Kotto, 5050, FBI Agent O'Malley), (Stephen Dillane, 8435, Evan Marsh), (Tracey Cherelle Jones, 66131, Cop)]",English,1h36m,"[Comedy, Romance]",-,"$10,700,000 "
61,65,Bio-Dome,44,4.4,"22,906","[(Mitchell Peck, 57873, Author), (Jason Bloom, 57870, Director), (Adam Leff, 57872, Author)]","[(Pauly Shore, 64998, Bud Macintosh), (Stephen Baldwin, 9045, Doyle Johnson), (Joey Lauren Adams, 16484, Monique (as Joey Adams)), (Teresa Hill, 43433, Jen), (William Atherton, 7676, Dr. Noah Faulkner)]",English,1h28m,[Comedy],"$15,000,000.00 ","$26,757,000 "
62,66,Lawnmower Man 2: Beyond Cyberspace,28,2.4,"8,374","[(Farhad Mann, 69721, Director, Screenplay), (Stephen King, 3027, Writer)]","[(Patrick Bergin, 29459, Dr. Benjamin Trace), (Matt Frewer, 40009, Jobe Smith), (Austin O'Brien, 58119, Peter Parkette), (Ely Pouget, 36898, Dr. Cori Platt), (Camille Cooper, 72612, Jennifer)]",English,1h32m,"[Action, Science Fiction]","$15,000,000 ","$2,409,225.00 "
63,68,French Twist,61,6.4,"4,019","[(Josiane Balasko, 35137, Director, Screenplay), (Telsche Boorman, 38403, Novel), (Patrick AubrÃ©e, 38401, Screenplay)]","[(Victoria Abril, 25256, Loli), (Josiane Balasko, 35137, Marijo), (Alain Chabat, 4275, Laurent Lafaye), (Ticky Holgado, 13689, Antoine), (Catherine Hiegel, 35908, Dany)]",French,1h35m,"[Comedy, Romance]",-,"$1,400,000 "
64,69,Friday,70,7.3,"83,103","[(DJ Pooh, 65134, Screenplay), (F. Gary Gray, 37932, Director), (Ice Cube, 9778, Author)]","[(Ice Cube, 9778, Craig Jones), (Chris Tucker, 66, Smokey), (Nia Long, 9781, Debbie), (Tom Lister Jr., 8396, Deebo), (John Witherspoon, 56902, Mr. Jones)]",English,1h31m,[Comedy],"$3,500,000.00 ","$28,215,918.00 "
65,70,From Dusk Till Dawn,69,7.3,"239,675","[(Robert Kurtzman, 11419, Story), (Quentin Tarantino, 138, Screenplay), (Robert Rodriguez, 2294, Director)]","[(George Clooney, 1461, Seth Gecko), (Quentin Tarantino, 138, Richard Gecko), (Harvey Keitel, 1037, Jacob Fuller), (Juliette Lewis, 3196, Kate Fuller), (Ernest Liu, 11158, Scott Fuller)]",English,1h48m,"[Horror, Action, Thriller, Crime]","$19,000,000.00 ","$25,836,616.00 "
66,71,Fair Game,41,4.2,"10,725","[(Andrew Sipes, 70850, Director), (Charlie Fletcher, 61572, Screenplay), (Paula Gosling, 59951, Novel)]","[(William Baldwin, 13021, Max Kirkpatrick), (Cindy Crawford, 33665, Kate McQueen), (Steven Berkoff, 782, Colonel Ilya Kazak), (Christopher McDonald, 4443, Lieutenant Meyerson), (Miguel Sandoval, 30488, Emilio Juantorena)]",English,1h31m,"[Action, Thriller, Romance]","$50,000,000.00 ","$11,534,477.00 "
67,72,Kicking and Screaming,70,7,"7,865","[(Noah Baumbach, 5656, Director, Story, Writer), (Oliver Berkman, 125504, Story)]","[(Josh Hamilton, 52419, Grover), (Olivia d'Abo, 46423, Jane), (Carlos Jacott, 52930, Otis), (Eric Stoltz, 7036, Chet), (Chris Eigeman, 78190, Max)]",English,1h36m,"[Comedy, Drama, Romance]",-,"$718,490.00 "
68,73,Les Miserables,66,7.5,"3,344","[(Claude Lelouch, 16862, Director, Writer), (Victor Hugo, 37127, Writer)]","[(Jean-Paul Belmondo, 3829, Henri Fortin / Jean Valjean), (Michel Boujenah, 35211, AndrÃ© Ziman), (Alessandra Martines, 63895, Elise Ziman), (SalomÃ© Lelouch, 141054, La fille Ziman), (Annie Girardot, 6014, ThÃ©nardiÃ¨re 1942)]",French,2h55m,"[Drama, History]",-,"$1,035,890 "
69,74,Bed of Roses,51,6.1,"7,194","[(Michael Goldenberg, 10296, Director, Writer)]","[(Christian Slater, 2224, Lewis Farrell), (Mary Stuart Masterson, 31140, Lisa Walker), (Pamela Adlon, 21063, Kim / Pamela Segall), (Josh Brolin, 16851, Danny), (Brian Tarantina, 4890, Randy)]",English,1h27m,"[Drama, Romance]",-,"$19,030,691.00 "
70,76,Screamers,61,6.4,"21,776","[(Miguel Tejada-Flores, 56980, Screenplay), (Christian Duguay, 25735, Director), (Dan O'Bannon, 5045, Screenplay), (Philip K. Dick, 584, Story)]","[(Peter Weller, 27811, Colonel Hendricksson), (Roy Dupuis, 56977, Becker), (Jennifer Rubin, 56978, Jessica), (Andrew Lauer, 56979, Ace Jefferson), (Liliana Komorowska, 25689, Landowska)]",English,1h48m,"[Horror, Science Fiction]","$20,000,000.00 ","$5,781,885.00 "
71,77,Nico Icon,73,7.3,582,"[(Susanne Ofteringer, 1080309, Director)]","[(Nico, 938895, Herself), (Tina Aumont, 109142, Herself), (Jackson Browne, 14397, Himself), (John Cale, 7491, Himself), (Paul Morrissey, 18627, Himself)]",English,1h10m,[Documentary],-,"$209,951 "
72,78,The Crossing Guard,60,6.3,"11,360","[(Sean Penn, 2228, Director, Writer)]","[(Jack Nicholson, 514, Freddy Gale), (David Morse, 52, John Booth), (Anjelica Huston, 5657, Mary), (Robin Wright, 32, Jojo), (Piper Laurie, 6721, Helen Booth)]",English,1h51m,"[Drama, Thriller]","$9,000,000 ","$832,910 "
73,79,The Juror,56,5.6,"14,904","[(George Dawes Green, 58203, Novel), (Ted Tally, 57862, Screenplay), (Brian Gibson, 18069, Director)]","[(Demi Moore, 3416, Annie Laird), (Alec Baldwin, 7447, Teacher), (Joseph Gordon-Levitt, 24045, Oliver Laird), (Anne Heche, 8256, Juliet), (James Gandolfini, 4691, Eddie)]",English,1h58m,"[Drama, Thriller]","$44,000,000.00 ","$63,054,725 "
74,80,The White Balloon,74,7.8,"5,334","[(Jafar Panahi, 120229, Director), (Abbas Kiarostami, 119294, Writer)]","[(Aida Mohammadkhani, 1034640, Razieh), (Mohsen Kafili, 1034642, Ali), (Fereshteh Sadre Orafaiy, 1034643, Mother), (Anna Borkowska, 1387299, Old Lady), (Mohammad Shahani, 1387300, Soldier)]",Persian,1h25m,"[Family, Drama]","$150,000 ","$474,047 "
75,81,Things to Do in Denver When You're Dead,67,6.8,"23,509","[(Gary Fleder, 5501, Director), (Scott Rosenberg, 3228, Screenplay)]","[(Andy GarcÃ_a, 1271, Jimmy 'The Saint' Tosnia), (Christopher Lloyd, 1062, Pieces), (William Forsythe, 4520, Franchise), (Bill Nunn, 5502, Easy Wind), (Treat Williams, 4515, Critical Bill)]",English,1h56m,"[Drama, Crime]","$8,000,000.00 ","$529,766.00 "
76,82,Antonia's Line,72,7.5,"7,225","[(Marleen Gorris, 13496, Director, Screenplay)]","[(Willeke van Ammelrooy, 13506, Antonia), (Els Dottermans, 13507, Danielle), (Dora van der Groen, 13508, Allegonde), (Veerle van Overloop, 13509, ThÃ©rÃ¨se), (Esther Vriesendorp, 13510, ThÃ©rÃ¨se (13))]",Dutch,1h42m,"[Drama, Comedy]","$900,000.00 ","$4,823,217 "
77,83,Once Upon a Time... When We Were Colored,45,7.2,429,"[(Clifton L. Taulbert, 1384900, Novel), (Paul W. Cooper, 1216926, Screenplay), (Tim Reid, 27771, Director)]","[(Al Freeman, Jr., 19739, Poppa), (Phylicia RashÄÅd, 119598, Ma Ponk), (Paula Kelly, 157439, Ma Pearl), (Salli Richardson-Whitfield, 53918, Miss Alice (as Salli Richardson)), (Anna Maria Horsford, 54800, Miss Annie)]",English,1h55m,"[Romance, Drama]",-,"$3,375,000 "
78,84,Last Summer in the Hamptons,0,6.1,314,"[(Henry Jaglom, 117075, Director)]","[(Victoria Foyt, 990400, Oona Hart), (Viveca Lindfors, 22137, Helena Mora), (Jon Robin Baitz, 69697, Jake Axelrod), (Savannah Smith Boucher, 175081, Suzanne), (Roscoe Lee Browne, 24368, Freddy)]",English,1h48m,[],-,"$402,091 "
79,85,Angels and Insects,63,7,"4,109","[(Philip Haas, 55038, Director, Screenplay), (A.S. Byatt, 55040, Story), (Belinda Haas, 55039, Screenplay)]","[(Mark Rylance, 40900, William Adamson), (Kristin Scott Thomas, 5470, Matty Crompton), (Patsy Kensit, 14326, Eugenia Alabaster Adamson), (Jeremy Kemp, 55037, Sir Harald Alabaster), (Douglas Henshall, 35862, Edgar Alabaster)]",English,1h58m,"[Drama, Romance]",-,"$5,304,000 "
80,86,White Squall,63,6.6,"19,000","[(Felix Sutton, 65547, Novel), (Charles Gieg Jr., 65546, Novel), (Todd Robinson, 16829, Screenplay), (Ridley Scott, 578, Director)]","[(Jeff Bridges, 1229, Captain Christopher 'Skipper' Sheldon), (Caroline Goodall, 6692, Dr. Alice Sheldon), (John Savage, 47879, McCrea, Albatross Crewman), (Scott Wolf, 24965, Charles 'Chuck' Gieg), (Jeremy Sisto, 23958, Frank Beaumont)]",English,2h9m,"[Action, Drama]","$38,000,000.00 ","$10,300,000.00 "
81,87,Dunston Checks In,51,5.3,"10,440","[(John Hopkins, 9953, Screenplay, Story), (Bruce Graham, 181904, Screenplay), (Ken Kwapis, 29009, Director)]","[(Jason Alexander, 1206, Robert Grant), (Faye Dunaway, 6450, Mrs. Dubrow), (Eric Lloyd, 27564, Kyle Grant), (Rupert Everett, 4757, Lord Rutledge), (Graham Sack, 171373, Brian Grant)]",English,1h28m,"[Adventure, Comedy, Family]","$16,000,000.00 ","$9,871,065 "
82,88,Black Sheep,60,6.2,"31,808","[(Fred Wolf, 66563, Writer), (Penelope Spheeris, 58448, Director)]","[(Chris Farley, 58198, Mike Donnelly), (David Spade, 60950, Steve Dodds), (Grant Heslov, 31511, Robbie Mieghem), (Tim Matheson, 21561, Al Donnelly), (Gary Busey, 2048, Drake Sabitch)]",English,1h27m,[Comedy],-,$32.00 
83,89,Nick of Time,61,6.3,"34,716","[(Patrick Sheane Duncan, 21101, Screenplay), (John Badham, 12840, Director)]","[(Johnny Depp, 85, Gene Watson), (Courtney Chase, 21365, Lynn Watson), (Charles S. Dutton, 17764, Hucy), (Christopher Walken, 4690, Mr. Smith), (Roma Maffia, 21366, Ms. Jones)]",English,1h30m,"[Crime, Drama, Thriller]","$8,169,363.00 ","$8,175,346.00 "
84,92,Mary Reilly,57,5.8,"12,566","[(Valerie Martin, 1558115, Novel), (Christopher Hampton, 12952, Screenplay), (Stephen Frears, 3224, Director)]","[(Julia Roberts, 1204, Mary Reilly), (John Malkovich, 6949, Dr. Henry Jekyll / Edward Hyde), (George Cole, 47722, Der Butler Mr. Poole), (Michael Gambon, 5658, Marys Vater), (Glenn Close, 515, Mrs. Farraday)]",English,1h44m,"[Drama, Horror, Thriller, Romance]","$47,000,000.00 ","$12,379,402.00 "
85,93,Vampire in Brooklyn,45,4.5,"18,518","[(Michael Lucker, 71486, Screenplay), (Chris Parker, 71487, Screenplay), (Charlie Murphy, 17840, Screenplay), (Wes Craven, 5140, Director)]","[(Eddie Murphy, 776, Maximillian | Pauly | Guido), (Angela Bassett, 9780, Detective Rita Veder), (Allen Payne, 32486, Detective Justice), (Kadeem Hardison, 66554, Julius Jones), (John Witherspoon, 56902, Silas Green)]",English,1h40m,"[Comedy, Horror, Romance]","$14,000,000.00 ","$19,800,000.00 "
86,94,Beautiful Girls,67,7.2,"28,071","[(Ted Demme, 34849, Director), (Scott Rosenberg, 3228, Screenplay)]","[(Matt Dillon, 2876, Tommy 'Birdman' Rowland), (Noah Emmerich, 11315, Michael 'Mo' Morris), (_ênnabeth Gish, 49425, Tracy Stover), (Lauren Holly, 34485, Darian Smalls), (Timothy Hutton, 16327, Willie Conway)]",English,1h52m,"[Comedy, Drama, Romance]",-,"$10,597,759 "
87,95,Broken Arrow,57,6,"81,575","[(Graham Yost, 21206, Screenplay), (John Woo, 11401, Director)]","[(John Travolta, 8891, Maj. Vic 'Deak' Deakins), (Christian Slater, 2224, Capt. Riley Hale), (Samantha Mathis, 20767, Terry Carmichael), (Delroy Lindo, 18792, Colonel Max Wilkins), (Bob Gunton, 4029, Pritchett)]",English,1h48m,"[Action, Adventure, Drama, Thriller]","$50,000,000.00 ","$150,270,147.00 "
88,96,A Midwinter's Tale,75,7.3,"2,116","[(Kenneth Branagh, 11181, Director, Screenplay)]","[(Richard Briers, 29859, Henry), (Joan Collins, 13637, Margaretta), (Michael Maloney, 17483, Joe), (Nicholas Farrell, 32357, Tom Newman), (Jennifer Saunders, 12094, Nancy)]",English,1h39m,[Comedy],-,"$346,839 "
89,97,La Haine,79,8.1,"117,139","[(Mathieu Kassovitz, 2406, Director, Screenplay)]","[(Vincent Cassel, 1925, Vinz), (Hubert KoundÃ©, 5418, Hubert), (SaÃ¯d Taghmaoui, 5419, SaÃ¯d), (Abdel Ahmed Ghili, 5420, Abdel), (Souleymane Dicko, 72270, Santo)]",French,1h38m,[Drama],"$3,000,000.00 ","$309,811 "
90,98,Shopping,56,5.4,"2,247","[(Paul W.S. Anderson, 4014, Director, Writer)]","[(Sadie Frost, 41381, Jo), (Jude Law, 9642, Billy), (Sean Pertwee, 28848, Tommy), (Fraser James, 30087, Be Bop), (Sean Bean, 48, Venning)]",English,1h45m,"[Action, Adventure, Drama, Science Fiction, Thriller]",-,-
91,99,Heidi Fleiss: Hollywood Madam,74,6.6,585,"[(Nick Broomfield, 92561, Director)]","[(Nick Broomfield, 92561, Narrator), (Heidi Fleiss, 92032, Herself), (Madam Alex, 1144665, Herself), (Ivan Nagy, 1144666, Himself), (Corinne Bohrer, 74954, Actor/Herself)]",English,1h46m,[Documentary],-,-
92,100,City Hall,61,6.2,"17,621","[(Ken Lipper, 68210, Screenplay), (Harold Becker, 23213, Director)]","[(Al Pacino, 1158, Mayor John Pappas), (John Cusack, 3036, Deputy Mayor Kevin Calhoun), (Bridget Fonda, 2233, Marybeth Cogan), (Danny Aiello, 1004, Frank Anselmo), (Martin Landau, 2641, Judge Walter Stern)]",English,1h51m,"[Drama, Thriller]","$40,000,000 ","$13,100,000 "
93,101,Bottle Rocket,68,7.1,"59,153","[(Wes Anderson, 5655, Author, Director, Screenplay), (Owen Wilson, 887, Author, Screenplay)]","[(Luke Wilson, 36422, Anthony Adams), (Owen Wilson, 887, Dignan), (Lumi Cavazos, 74940, Inez), (Andrew Wilson, 71555, Future Man), (Robert Musgrave, 52797, Bob Mapplethorpe)]",English,1h31m,"[Comedy, Crime, Drama]","$7,000,000.00 ","$560,069.00 "
94,102,Mr. Wrong,34,3.8,"4,493","[(Nick Castle, 14692, Director)]","[(Ellen DeGeneres, 14, Martha Alston), (Bill Pullman, 8984, Whitman Crawford), (Joan Cusack, 3234, Inga Gunther), (Dean Stockwell, 923, Jack Tramonte), (Joan Plowright, 23709, Mrs. Crawford)]",English,1h36m,"[Comedy, Romance]",-,"$12,350,030 "
95,103,Unforgettable,53,6,"4,273","[(Bill Geddie, 21054, Screenplay), (John Dahl, 21053, Director)]","[(Ray Liotta, 11477, Dr. David Krane), (Linda Fiorentino, 9625, Dr. Martha Briggs), (Peter Coyote, 9979, Don Bresler), (Christopher McDonald, 4443, Stewart Gleick), (David Paymer, 19839, Curtis Avery)]",English,1h46m,"[Drama, Mystery, Science Fiction, Thriller]","$18,000,000.00 ","$2,780,278 "
96,104,Happy Gilmore,65,7,"168,289","[(Tim Herlihy, 56728, Screenplay), (Adam Sandler, 19292, Screenplay), (Dennis Dugan, 17494, Director)]","[(Adam Sandler, 19292, Happy Gilmore), (Ben Stiller, 7399, Hal L. - Orderly in Nursing Home (uncredited)), (Christopher McDonald, 4443, Shooter McGavin), (Julie Bowen, 31171, Virginia Venit), (Frances Bay, 11794, Grandma Gilmore)]",English,1h32m,[Comedy],"$12,000,000.00 ","$41,205,099.00 "
97,105,The Bridges of Madison County,74,7.6,"59,610","[(Robert James Waller, 10378, Novel), (Richard LaGravenese, 2163, Screenplay), (Clint Eastwood, 190, Director)]","[(Meryl Streep, 5064, Francesca Johnson), (Clint Eastwood, 190, Robert Kincaid), (Annie Corley, 6907, Caroline Johnson), (Victor Slezak, 10379, Michael Johnson), (Jim Haynie, 10380, Richard Johnson)]",English,2h15m,"[Drama, Romance]","$24,000,000.00 ","$182,016,617.00 "
98,107,Muppet Treasure Island,64,6.9,"17,464","[(Brian Henson, 65298, Director), (Jerry Juhl, 64184, Screenplay), (Robert Louis Stevenson, 29533, Novel)]","[(Tim Curry, 13472, Long John Silver), (Kevin Bishop, 19996, Jim Hawkins), (Jennifer Saunders, 12094, Mrs. Bluveridge), (Billy Connolly, 9188, Billy Bones), (Dave Goelz, 64181, )]",English,1h40m,"[Action, Comedy, Music, Family, Adventure]",-,"$34,327,391.00 "
99,108,Catwalk,70,6.3,178,"[(Robert Leacock, 64077, Director)]","[(Christy Turlington, 937034, Herself), (Azzedine AlaÃ¯a, 937035, Himself), (Giorgio Armani, 103057, Himself), (Nadja Auermann, 50841, Herself), (Sandra Bernhard, 3664, Herself)]",English,1h35m,[Documentary],-,-
100,110,Braveheart,77,8.4,"816,756","[(Randall Wallace, 2460, Author, Screenplay), (Mel Gibson, 2461, Director)]","[(Mel Gibson, 2461, William Wallace), (Catherine McCormack, 2462, Murron MacClannough), (Sophie Marceau, 1957, Princess Isabelle), (Patrick McGoohan, 2463, King Edward), (Angus Macfadyen, 2464, Robert the Bruce)]",English,2h57m,"[Action, Drama, History, War]","$72,000,000.00 ","$210,000,000.00 "
101,111,Taxi Driver,81,8.3,"570,508","[(Paul Schrader, 1035, Writer), (Martin Scorsese, 1032, Director)]","[(Robert De Niro, 380, Travis Bickle), (Cybill Shepherd, 1036, Betsy), (Harvey Keitel, 1037, 'Sport' Matthew), (Jodie Foster, 1038, Iris Steensma), (Peter Boyle, 1039, Wizard)]",English,1h54m,"[Crime, Drama]","$1,300,000.00 ","$28,262,574.00 "
102,112,Rumble in the Bronx,66,6.7,"32,842","[(Fibe Ma, 46319, Writer), (Edward Tang, 46318, Writer), (Stanley Tong, 44916, Director)]","[(Jackie Chan, 18897, Keung), (Anita Mui, 44917, Elaine), (FranÃ§oise Yip, 10875, Nancy), (Bill Tung, 44922, Uncle Bill), (Marc Akerstream, 44919, Tony)]",Cantonese,1h31m,"[Crime, Action, Comedy, Thriller]","$7,500,000.00 ","$32,392,047.00 "
103,113,Before and After,58,6.1,"7,191","[(Ted Tally, 57862, Writer), (Barbet Schroeder, 23393, Director)]","[(Meryl Streep, 5064, Dr. Carolyn Ryan), (Liam Neeson, 3896, Ben Ryan), (Edward Furlong, 820, Jacob Ryan), (Alfred Molina, 658, Panos Demeris), (Daniel von Bargen, 1473, )]",English,1h48m,"[Drama, Thriller]","$35,000,000.00 ","$8,797,839 "
104,114,Margaret's Museum,75,7.3,"1,223","[(Mort Ransen, 184475, Director, Screenplay), (Gerald Wexler, 1195334, Screenplay)]","[(Helena Bonham Carter, 1283, Margaret MacNeil), (Clive Russell, 19901, Neil Currie), (Craig Olejnik, 198287, Jimmy MacNeil), (Kate Nelligan, 18794, Catherine MacNeil), (Kenneth Welsh, 6074, Angus MacNeil)]",English,1h54m,[Drama],-,"$524,963 "
105,116,Anne Frank Remembered,73,8.1,865,"[(Jon Blair, 82293, Director)]","[(Kenneth Branagh, 11181, Narration (voice)), (Glenn Close, 515, Diary Readings (voice))]",English,1h57m,"[Documentary, Drama, Foreign]",-,$1.00 
106,117,The Young Poisoner's Handbook,70,7.1,"3,171","[(Benjamin Ross, 81020, Author, Director), (Jeff Rawle, 81022, Author)]","[(Tobias Arnold, 81023, Young Graham), (Ruth Sheen, 53367, Molly), (Roger Lloyd Pack, 81024, Fred), (Hugh O'Conor, 5312, Graham Young), (Norman Caro, 81025, Mr. Goez)]",English,1h39m,"[Comedy, Crime, Drama]",-,"$749,812 "
107,118,If Lucy Fell,53,4.9,"3,519","[(Eric Schaeffer, 68185, Director, Screenplay)]","[(Sarah Jessica Parker, 520, Lucy), (Elle Macpherson, 5590, Jane), (Scarlett Johansson, 1245, Emily), (Eric Schaeffer, 68185, Joe), (Dominic Chianese, 68186, Al)]",English,1h32m,"[Comedy, Romance]","$5,000,000 ","$4,635,344 "
108,119,Steal Big Steal Little,49,4.8,835,"[(Andrew Davis, 12989, Director, Screenplay), (Terry Kahn, 1384972, Screenplay), (Jeanne Blake, 1384971, Screenplay), (Lee Blessing, 1384970, Screenplay)]","[(Andy GarcÃ_a, 1271, Ruben Martinez / Robby Martin), (Alan Arkin, 1903, Lou Perilli), (Rachel Ticotin, 10768, Laura), (Joe Pantoliano, 532, Eddie Agopian), (Ally Walker, 18316, Bonnie Martin)]",English,1h53m,"[Comedy, Drama]","$25,000,000.00 ","$6,278,139.00 "
109,121,The Boys of St. Vincent,70,7.8,"1,312","[(John N. Smith, 60295, Director)]","[(Henry Czerny, 15319, Brother Peter Lavin), (Johnny Morina, 198643, ), (Brian Dooley, 1195879, ), (Philip Dinn, 946161, ), (Brian Dodd, 1828572, Stephen Lunney)]",English,1h30m,[Drama],-,"$204,540 "
110,122,Boomerang,54,5.4,"21,900","[(Reginald Hudlin, 68215, Director), (Barry W. Blaustein, 57328, Screenplay)]","[(Eddie Murphy, 776, Marcus Graham), (Robin Givens, 59153, Jacqueline 'Jackie / Jack' Broyer), (Halle Berry, 4587, Angela Lewis), (David Alan Grier, 58563, Gerard Jackson), (Grace Jones, 10661, StrangÃ©)]",English,1h57m,"[Comedy, Romance]","$40,000,000.00 ","$70,100,000.00 "
111,123,Chungking Express,79,8.1,"46,191","[(Wong Kar-wai, 12453, Director, Screenplay)]","[(Brigitte Lin, 56830, Woman in blonde wig), (Tony Leung Chiu-Wai, 1337, Policeman 663), (Faye Wong, 12671, Faye), (Takeshi Kaneshiro, 43661, He Zhiwu, Cop 223), (Valerie Chow, 119875, Air Hostess)]",Cantonese,1h42m,"[Drama, Comedy, Romance]",-,"$600,200 "
112,124,The Star Maker,69,7.4,"4,185","[(Giuseppe Tornatore, 65314, Director, Writer)]","[(Sergio Castellitto, 2166, Joe Morelli), (Tiziana Lodato, 258039, Beata), (Franco Scaldati, 592480, Brigadiere Mastropaolo), (Leopoldo Trieste, 14151, Professore Muto), (Clelia Rondinella, 652000, Madre di Anna)]",Italian,1h53m,"[Drama, Romance]",-,"$116,797 "
113,125,Flirting with Disaster,62,6.8,"15,889","[(David O. Russell, 17883, Director, Writer)]","[(Ben Stiller, 7399, Mel Coplin), (Patricia Arquette, 4687, Nancy Coplin), (TÃ©a Leoni, 4939, Tina Kalb), (Mary Tyler Moore, 21277, Pearl Coplin), (Alan Alda, 21278, Richard Schlichting)]",English,1h32m,"[Comedy, Romance]","$7,000,000.00 ","$14,702,438.00 "
114,126,The NeverEnding Story III,44,3.1,"8,951","[(Jeff Lieberman, 57239, Screenplay), (Karin Howard, 24099, Story), (Michael Ende, 23358, Characters), (Peter MacDonald, 16589, Director)]","[(Jason James Richter, 18259, Bastian Bux), (Melody Kay, 57236, Nicole), (Kevin McNulty, 27111, Barney Bux), (Tracey Ellis, 134061, Jane Bux), (Jack Black, 70851, Slip)]",English,1h35m,[Fantasy],"$17,000,000.00 ","$1,331,408 "
